Owner Income,House Age,Number of Rooms,Number of Bedrooms,Area Population,Price
453285,7.56,6,2,27143,7741934.83
388052,5.13,8,5,23503,5523306.95
458577,4.34,5,2,45112,5294238.11
579992,6.81,8,5,36954,12997479.46
625366,3.98,7,3,41265,8554145.74
321930,6.79,7,3,41554,7307778.8
537607,6.26,7,5,48482,11713059.75
431249,6.9,6,2,40496,9281023.71
457996,6.53,8,5,33141,8652310.24
396886,6.4,6,2,37973,7215317.9
645064,5.64,7,2,37068,11267072.6
549892,5.9,6,3,29759,9046009.63
505428,5.34,8,5,28943,7403883.9
362194,7.69,4,2,32731,5377069.53
497574,7.61,7,4,31328,10593992.85
499303,6.62,7,4,28053,10006483.34
470050,6.44,8,3,39918,9638789.51
418439,4.68,6,2,37837,4302905.18
439075,5.96,7,5,19751,5464262.93
458731,5.95,7,4,25002,5995842.58
548058,5.97,7,2,47126,11592560.63
520597,6.72,7,4,33187,8749398.56
396648,6.92,6,2,28364,5722222.94
420413,6.37,6,4,33582,6936252.12
446299,5.81,8,4,27244,6804557.13
567189,6.28,8,4,24407,9449927.55
585781,6.08,7,3,38400,9124795.96
392728,4.73,4,3,41331,4156363.26
472178,4.83,8,4,49237,8707431.67
473417,8.3,6,2,24625,9770989.62
370916,7,7,3,37791,7786200.1
416850,6.61,6,2,14906,5950071.26
411831,5.82,8,5,30200,6522513.34
537019,5.44,6,4,34944,7077985.6
513961,5.33,5,3,50998,8333094.84
413896,5.89,6,2,45592,6412981.54
459305,5.34,8,7,39354,8554315.63
481957,7.06,7,2,22122,8625092.07
304724,6.45,7,2,37389,4569270.79
376348,7.34,8,5,32307,8538928.44
482636,8.49,8,5,40079,14356919.5
495565,6.21,8,3,29887,9513369.95
507108,5.05,8,6,31191,9161411.56
579474,5.67,8,4,39588,11017992.3
472003,5.49,8,6,40897,8280864.2
460887,5.59,6,2,48253,7209031.34
505806,5.05,7,4,33543,7601601.56
519708,6.26,8,4,40328,11993459.73
502313,6.17,7,2,42115,9083335.45
472577,6.67,7,3,23163,7672370.09
499107,7.28,8,4,44870,13443692.71
390488,8.12,6,2,29304,7246197.42
467887,6.71,7,6,32706,8526077.42
406686,7.36,6,3,43299,7746935.07
463764,5.24,6,3,33656,4654852.09
512582,6.72,7,4,30464,9212905.17
490973,6.32,7,4,33434,9791320.35
455294,6.2,6,4,14487,5318599.16
477169,5.98,7,2,13978,5438344.31
429107,5.66,8,4,29409,6803502.93
456232,6.58,7,3,29829,8260640.5
553266,6.04,7,2,30038,8412499.69
531902,6.44,7,5,50003,11138643.39
251741,3.44,8,3,24436,1001191.52
455490,6.17,6,3,36778,7638003.8
424984,6.27,7,3,47783,8744215.83
542192,7.19,8,3,45582,14014200.41
429590,6.53,7,4,20601,5771786.3
559041,6.7,6,3,35048,10580688.44
405867,6.15,8,6,25054,6959802.78
445207,7.4,6,2,53539,9417075.85
434798,5,8,6,29401,8164797.69
579677,7.09,7,4,39780,12746868.54
485667,6.19,6,4,25328,7167757.8
487424,4.69,6,2,34642,6225701.3
422646,3.99,7,4,29114,4317167.47
574721,6.65,7,6,49015,12489825.95
348992,6.82,7,5,51529,7353789.17
478709,6.76,7,2,37895,9724565.27
548023,6.4,8,5,29197,9967357.82
425334,4.77,8,3,46303,7484669.5
412391,5.48,8,3,45564,7054993.89
459060,4.63,7,3,48220,6470423.12
539147,6.27,8,3,27855,10173187.29
547939,4.39,5,4,21372,5478592.56
499352,4.89,8,3,25377,5625824.05
542696,6.86,8,4,23977,10079129.48
477365,6.62,8,6,26922,8896088.46
495838,4.3,7,5,53490,9430954.47
662690,6.93,8,4,39523,15303363.53
339668,7.4,7,2,41554,7577406.76
583821,7.01,9,3,26320,11900767.27
526533,7.25,7,3,37864,11361705.88
477022,5.47,6,3,39188,6603166.15
594398,4.76,7,2,46136,9867791.43
576359,6.55,6,3,37965,9285371.69
363734,5.51,7,3,17403,2832505.2
400183,5.96,6,4,47967,8236585.63
405475,3.21,7,2,43868,4437131.51
545342,5.04,8,6,29283,9731759.94
439005,4.86,5,3,41999,6027967.26
454307,4.46,7,3,47452,8058631.7
358099,5.59,7,2,25753,4806512.27
446369,6.95,7,6,33036,8831773.72
430227,6.68,7,6,40815,9294679.38
433356,7.02,6,3,43829,9373672.56
509635,4.67,7,6,30875,6911491.72
463435,5.59,9,5,36185,9691348.1
521836,6.35,5,3,40444,8182435.8
535178,6.22,6,4,51498,10654698.81
555485,6.19,5,3,31569,8822624.79
490448,5.36,5,3,28122,6004336.24
521920,5.17,7,2,29892,7885153.01
576254,5.91,7,2,48616,11018594.51
304689,6.12,6,3,39760,3284839.74
502390,6.07,7,4,28173,7799183.28
623399,3.41,7,6,60658,12546580.41
464926,5.74,8,3,45320,9686895.33
311080,5.6,8,5,37935,4839227.68
485401,5.92,9,5,30114,8715492.38
671986,6.69,7,3,47129,15545593.49
438312,4.84,7,2,31010,5983705.84
534758,7.31,9,3,46362,14646438.66
390880,4.95,8,3,30795,5468491.49
489174,5.65,6,4,19545,5088187.09
609693,6.76,6,3,44582,11486932.66
474019,6.43,8,5,40562,10750473.72
487375,6.57,7,4,57644,12164313.35
550949,5.92,8,4,36415,10854917.36
429254,5.46,10,5,29889,9442114.01
438970,5.73,7,3,34182,6688120.95
464107,6.67,8,6,38502,10275373.99
525889,8.01,8,5,36544,12200571.46
477764,8.34,7,6,38203,12569416.37
596225,7.75,7,3,3285,9141805.54
436674,6.78,10,6,31391,10034794.14
483693,5.6,5,3,37540,6449778.86
512729,4.94,8,4,47332,9837799.02
419314,5.69,8,6,30211,7619841.81
385266,4.47,9,5,27701,5166214.55
486535,7.35,11,5,48112,15647063.04
475755,7.03,6,3,52831,10949767.71
497784,5.61,7,4,24134,9169561.8
537313,7.98,8,5,23752,11625390
580916,6.1,8,5,31143,10397926.7
497749,5.46,6,4,25862,6202873.11
528612,6.19,6,4,35521,9877168.28
425635,4.17,7,3,31186,4699407.58
433055,5.89,6,2,41492,6948097.66
449694,5.33,7,6,27769,6612131.12
543879,6.14,7,4,40523,9799363.35
441308,5.94,6,4,32725,6055696.64
518714,6.21,7,4,43972,9760964.92
437598,4.93,6,3,40892,5696653.9
442666,7.43,5,2,55850,9213263.43
531657,5.44,7,3,31126,8485437.38
467621,6.25,9,5,57970,12386394.23
317429,5.52,7,4,31336,3793677.37
474061,6.9,7,4,37870,10458710.08
406756,4.63,5,3,37642,5992160.02
426104,6.03,7,6,38111,9994897.57
532609,5.04,8,5,27616,8596966.91
517755,5.12,7,2,34441,8180393.55
489517,6.1,5,2,52079,9725012.29
541212,4.13,6,2,51097,8707873.65
538279,4.35,9,4,52734,11091077.97
538433,4.78,8,4,52946,11359861.45
450814,5.6,8,4,24966,7218027.25
408877,7.89,6,4,31189,7689626.91
373996,5.8,8,3,34539,6368470.29
515543,6.47,6,4,47992,10020622.08
654192,4.75,7,2,31136,11458972.49
530901,5.77,7,4,61127,11612821.99
434147,5.95,8,5,35277,8182212.22
539448,6.68,8,3,43571,12041811.46
544495,4.25,6,2,43301,7905862.09
432488,6.02,6,2,27726,5451858.44
551789,5.86,6,4,32865,8935301.06
453376,4.68,7,5,26415,5875982.84
360199,6.01,7,3,42890,5558531.02
463638,6.91,7,6,29548,9607848.46
505372,5.48,6,2,32256,7591775.73
356489,4.51,6,4,33664,1477125.79
392609,7.12,8,3,33454,8304605.26
482895,5.75,8,6,16288,7986431.67
341992,7.72,8,5,49891,10302796.91
444500,4.4,6,3,38263,5622817.27
512526,5.43,7,4,34819,7873036.43
585466,6.43,6,2,25963,9774807.14
342153,6.16,8,3,30730,5615918.91
540316,6.27,7,4,35107,11526640.37
507087,6.34,7,4,38368,8418348.26
404691,4.31,8,5,46060,7467376
453677,6.19,7,3,40549,8071946.54
605941,5.25,8,4,44920,11942776.02
606109,4.84,7,2,40282,10807394.01
347207,4.48,6,2,33837,2116151.8
503447,6.73,8,6,26341,7938387.8
478485,7.01,7,4,38950,9469297.25
450450,6.76,7,3,69592,12406733.85
430367,4.82,7,3,39586,7101154.55
275058,5.93,6,4,43184,5467962.22
413553,6.04,6,4,34656,6448668.52
405811,4.98,7,4,40093,5533888.64
557830,5.92,7,3,38314,9944537.96
329126,5.29,7,4,23926,2643332.79
393764,5.48,6,4,44306,6615556.71
460187,7.43,7,4,37648,11416670.16
371462,6.75,8,3,19103,7069804.56
499576,6.01,7,6,35377,9609646.34
285271,5.51,7,4,41565,3924189.78
450079,7.13,8,5,37563,10392577.16
351211,6.33,7,4,32764,6580972.72
493955,6.72,7,2,37340,9478542.5
475069,5.39,9,5,43123,9806728.96
539749,7.12,6,2,36215,9987824.35
520926,5.67,6,4,27089,7222161.66
406021,7.28,8,6,30249,8709739.64
442519,6.98,5,2,31926,7496076.49
348180,4.75,7,4,25546,3453450.21
527527,5.55,8,3,23531,8598262.54
438165,5.49,8,3,46459,9989188.65
435491,7.35,8,6,40621,10532649.96
424277,4.02,6,4,49513,4824088.99
579439,5.24,8,5,42583,10368198.61
355012,6.44,8,5,35880,7648547.97
433342,5.69,7,6,36381,6738071.83
477729,3.91,7,3,24553,4819355.03
596218,4.98,6,4,38773,9541742.91
443401,5,6,2,25009,5784296.77
518154,5.9,8,4,36534,10042025.77
552069,6.33,7,3,39817,10565958.06
502047,2.68,8,6,10705,2768081.4
532532,6.21,8,6,46298,12360666.01
367983,7.15,7,2,38555,7949733.26
488964,5.82,8,3,19560,7043592.71
406483,5.44,6,3,29520,4034710.26
420938,4.26,8,3,39201,7312308.64
510776,6.02,7,4,49141,12357466.59
446740,7.32,6,3,28737,7347425.26
550907,6.93,7,4,35194,10198787.06
439642,5.61,8,4,33499,9319624.65
501165,6.63,8,5,37271,12459123.25
598087,4.8,7,6,46302,11208070.51
605934,7.19,7,5,32621,11917701.53
522529,4.53,6,4,36679,7866357.45
445802,5.94,9,3,18164,7295009.61
423717,4.44,8,4,34043,6083186.06
523782,5.51,7,6,32640,9470955.34
501473,6.57,6,3,28995,6621518.33
570073,5.81,7,5,37566,11573669.17
597079,4.86,6,2,28320,8812703.34
448308,4.58,6,4,32941,5068851.69
474796,5.02,9,5,34981,7475101.83
420196,5.12,6,3,36652,5895650.6
445900,5.38,8,6,38398,6679079.47
518070,6.45,6,2,46239,9496839.73
469658,5.35,7,4,30023,8420950.16
467005,6.93,8,6,53185,10517135.44
509215,7.64,7,4,53001,13631369.08
559468,4.97,7,5,33828,8074618.44
339577,6.41,5,3,31451,2899156.54
353738,6.66,5,4,26627,5061629.65
388808,6.79,8,5,40063,8354377.5
598262,5.59,5,3,38191,9664217.92
341152,5.54,6,2,19682,1060689.56
534723,5.59,7,2,36841,7803108.04
512953,5.9,8,3,13981,6890948.61
452634,4.66,6,2,49457,6131331.71
415730,5.66,7,4,28996,5518994.88
462455,6.66,7,4,44561,10112909.31
507416,5.64,8,4,41199,10152754.71
495558,4.61,6,3,19908,6449247.14
547687,5.64,9,6,20548,8121023.19
509271,6.1,8,6,24944,8558826.64
552748,6.86,6,3,59975,14030774.59
348425,5.31,6,2,23557,3178389.62
614376,5.05,7,2,45801,11887391.25
458143,7.18,6,4,34828,8351748.58
596358,6.07,4,4,38785,8927824.22
475531,3.64,7,2,42772,5675262.11
352219,6.88,7,4,25202,4500038.97
377825,5.77,7,4,41442,7607780.25
441350,5.56,6,3,24986,5413524.9
601349,6.54,7,5,21332,10506738.34
436485,5.44,5,4,23768,5378112.6
453250,7.22,8,4,49537,12468479.87
525511,5.64,9,5,27494,9943288.11
555415,5.27,7,3,37574,9661508.64
473781,5.94,6,4,37029,7635637.59
405083,5.63,8,3,31819,6207711.58
420196,5.1,6,3,54739,7050574.51
498022,6.65,6,3,22876,7544279.61
367185,7.37,7,6,35143,8775538.24
468769,3.93,6,3,51555,7720603.45
413091,5.44,6,2,28264,5208928.9
492597,7.44,8,6,53832,12919410.49
468930,5.13,6,3,37017,6115116.91
448350,5.18,7,3,29084,5289748.31
498365,6.27,5,2,29508,7712784.17
580062,4.61,8,4,41167,11332959.96
425789,6.38,6,3,36893,7895115.06
458801,3.95,7,6,28939,5248930.33
440314,6.58,7,3,27321,6892706.1
413210,6.16,5,2,22803,3738542.22
464240,5.29,8,5,36145,8694798.7
482755,6.41,7,3,37588,8915418.89
482958,6.19,7,6,30610,7669185.58
409619,7.62,8,6,30889,9553168.1
455133,5.98,6,3,32581,7260032.29
522599,6.12,8,4,22602,8599620.47
403879,5.86,7,2,18282,5315524.55
484645,6.4,6,3,38322,7984057.34
441112,5.8,6,3,26674,5675190.64
364154,5.52,6,3,31321,4499986.19
560413,6.85,7,4,23361,10940652.24
611324,5.85,7,3,43754,11198963.23
445606,6.57,7,2,39591,9328684.61
325619,6.33,8,5,26452,4656120.56
618142,6.77,7,3,32190,11139686.18
348495,6.5,9,4,36565,8011551.94
588378,6.14,8,5,23023,11338052.04
467425,5.72,8,4,36789,8761820.34
496867,6.74,8,6,53543,13179648.51
495369,5.49,7,6,26926,7113142.26
539721,6.2,9,4,45747,12047037.94
474201,4.51,8,5,30678,6230967.47
535101,6,6,3,40129,8909037.41
546812,6.33,7,4,45024,11078238.78
486507,5.06,6,3,48767,8191430.38
570745,3.21,6,3,51000,8167252.17
288680,5.82,5,4,40888,2236469.69
315518,8.33,5,3,38066,4932888.52
372211,5.5,7,2,43600,6619301.99
566300,6.5,9,4,40269,14384279.07
484596,3.86,9,6,42583,8961614.41
384013,5.96,6,4,36229,5950802.2
539693,7.76,6,4,46479,11463549.3
732921,5.58,7,3,22561,12197021.62
353311,5.99,7,3,50145,6594657.44
529725,4.91,7,3,45104,9721480.23
509089,6.02,6,3,27159,6975542.49
395003,3.65,7,4,44878,5535619.6
304479,6.08,7,2,35727,5030554.48
545132,5.29,7,6,44453,10619991.34
409577,4.02,7,3,28270,3474519.79
484176,4.76,7,3,26517,5744280.29
459809,7.04,7,4,17386,7856246.51
404705,5.35,7,2,32881,5928576.01
463645,5.95,8,5,35130,10785335.89
458024,4.4,7,4,38499,6744723.44
532070,5.64,7,2,52832,11135628.28
552979,6.52,6,2,30166,8983906.89
453040,7.53,6,3,37204,10135444.76
396564,6.55,8,5,11037,5200010.48
478184,6.83,6,4,39724,9804263.21
514241,6.62,6,3,47638,11470041.94
425124,6.23,9,5,35341,8648328.85
522592,5.85,8,4,22170,8745925.3
530768,6.68,7,2,35784,10495492.84
552916,3.55,6,4,31677,7040907.44
370076,5.82,4,4,41849,4366051.27
449764,4.81,6,4,45173,6457598.63
521892,7.78,7,4,32938,11470247.81
492492,6.03,7,5,39883,8744566.81
644371,5.53,8,5,47343,13498112.46
574518,6.71,6,4,34318,10414107.13
368900,6.39,9,3,30299,6274126.6
502544,8.26,8,3,48266,13326696.53
410592,5.86,7,4,40741,7488958.12
497623,4.53,6,3,28751,5809077.61
524895,4.33,8,4,29287,8269367.12
413574,7.23,7,2,42578,9812375.3
499303,6.39,6,3,25974,8648510.43
536893,6.41,6,4,52881,10654587.58
430528,4.5,7,4,24805,4598800.71
478709,7.87,8,4,39139,11624746.28
450989,4.75,6,4,25654,4243343.09
447440,5.31,8,4,31035,7079318.12
537852,6.82,8,6,27622,10708812.59
456211,7.68,7,4,44126,10426640.14
427175,8.97,8,6,34731,10277870.61
537481,6.1,6,3,26704,6848189.25
485352,6.76,6,2,37593,8271465.65
404775,5.48,7,3,45555,7106631.21
487102,4.48,7,3,36099,7977310.04
436380,7.01,7,6,24962,6890447.27
525287,6.45,8,5,34733,12356967.63
609798,5.36,6,2,31173,9295826.75
397789,5.7,6,4,29506,5629191.4
502768,5.75,8,6,41187,10270900.92
480634,5.34,8,4,43796,10351765.55
462042,6.11,7,4,40691,9571184.91
484869,4.92,6,4,40588,8137289.23
476630,5.76,6,3,57098,10312949.08
439215,6.42,8,4,16738,6282359.65
598689,5.72,6,2,32636,10980049.57
479934,6.85,8,4,31797,9950630.2
469700,6.88,6,2,27457,8394013.53
518399,7.58,6,4,37522,11173263.99
547120,5.12,6,4,31112,8854807.08
408443,5.69,7,6,59129,7948258.29
426825,7.08,6,3,43753,9518873
421176,4.59,4,4,16811,620142.39
546441,6.62,8,5,37839,12757140.34
466613,7.73,7,4,57564,12045140.8
430325,6.58,8,6,31438,8570782.01
418341,6.59,8,4,28571,8466997.49
613172,7.24,5,3,35392,11891740.7
555982,6.7,8,4,49010,13022509.29
464989,6.32,7,4,40761,8179114.16
428848,4.94,7,3,43208,5353292.63
386568,7.11,5,4,44916,6840695.89
410627,7.6,7,3,33515,7554110.55
491351,5.2,8,6,48417,9683767.03
417837,7.09,6,4,27770,6944371.35
529291,7.2,7,5,29147,11024439.37
418530,5.49,6,3,49200,8220180.92
423458,5.29,7,3,31694,5565579.67
535619,5.54,5,4,29789,8194016.39
474068,7.95,7,4,61916,13988581.18
430213,4.25,7,3,36220,5894606.69
431928,5.32,7,5,19148,5947598.44
435568,6.69,5,3,21689,6360315.36
480228,6.94,8,6,44509,10669803.97
377321,5.36,9,4,21076,4801162.24
487368,3.85,7,2,29292,5399170
529837,6.24,5,4,46183,9157707.44
503321,5.62,7,6,42200,9184446.32
473788,6.62,6,2,53000,10274948.74
485240,4.31,6,3,32669,6316452.94
457961,5.76,6,3,28915,6488165.95
434581,6.26,7,4,43486,9263284.8
572908,6.16,6,3,36242,10528183.89
518630,5.76,6,3,25694,7022868.16
414400,4.93,6,2,22926,4146784.11
447118,7.33,8,3,27587,9373999.67
487739,4.85,6,3,50525,8490579.65
343231,5.84,8,4,36293,5277514.06
439733,6.53,7,4,38528,10768812.74
452368,6.26,6,2,37118,9070096.63
445655,6.73,8,3,44030,10310210.75
355320,6.44,6,2,34685,5822339.53
540652,6.31,6,4,47329,11274042.5
386715,3.97,9,4,43558,6170122.84
580881,6.33,7,4,44532,11665238.34
551278,5.91,6,4,35324,7596532.02
575876,6.36,8,4,39550,11990507.55
519162,6.27,7,6,30238,10110825.62
582260,6.6,10,3,38588,13192719.68
337232,7.48,7,4,33217,7101837.61
553168,3.61,9,6,22984,7588096.46
511945,5.82,6,2,36401,8958441.66
527261,8.51,6,3,51528,13771693.46
442344,5.66,8,3,33816,7020819.47
360885,7.28,7,4,36830,6856980.41
387387,5.23,6,4,34113,3961560.4
394072,6.35,8,3,31165,7644916.86
514437,7.51,7,2,55169,13083795.27
478345,8.69,8,4,36622,12724806.71
354662,7.81,8,6,36941,9745453.55
422149,6.23,8,4,37740,9728417.09
455924,5.42,8,6,24200,6692063.98
504980,3.11,6,3,52601,6620832.33
499191,5.35,7,4,42303,9686362.56
396536,7.5,8,4,39781,9801876.98
422016,6.17,7,3,34651,8014563.27
469161,5.63,7,4,33891,7827161.09
407316,6.29,6,2,38104,7329085.89
485450,4.82,8,6,28747,7672485.03
479150,5.47,7,4,36474,9705313.59
495488,4.56,6,3,41230,6620818.33
492163,4.83,7,4,34945,9179657.2
327166,4.89,8,6,42351,6199631.13
485422,5.96,8,3,47386,10551319.03
624106,6.29,7,4,33835,11503042.04
507983,6.85,6,2,18896,6914228.44
455357,4.36,6,2,25191,4285481.13
397467,7.65,6,4,11019,5853645.21
613746,5.12,5,4,35781,10468630.34
460719,5.27,7,2,40675,6377502.81
493934,7.32,8,3,25029,9525515.09
516607,6.5,7,4,30505,10185752.15
505001,6.98,7,7,23824,9295785.03
546014,5.66,9,5,47763,12869527.93
584101,5.45,8,5,44901,12090477.63
539399,5.21,7,3,24460,7653412.06
423570,5.51,7,6,27080,6604395.35
562135,4.97,7,3,22267,7704426.73
394275,6.35,7,4,41354,8888677.63
418565,6.44,6,3,54149,9247060.13
425691,7.16,6,2,26411,6847689.03
405881,6.69,8,3,15065,6667735.06
527569,7.36,6,3,31670,10038105.21
381136,6.15,6,2,50201,7060549.51
708008,6.35,7,3,35773,14052894.03
342741,5.44,8,5,35431,6178666.06
541884,4.08,8,5,39030,8723528.17
405804,7.69,7,4,13683,6164776.1
454174,4.9,8,6,32808,5880873.88
464317,6.97,7,3,38241,10288373.55
536767,6.66,7,4,55292,12774913.97
565208,6.21,8,5,27186,9834274.66
540106,5.73,8,6,28714,9030303.59
485457,5.47,6,2,46833,9872538.27
407113,6.66,6,2,36084,7407883.14
533925,5.19,7,2,40355,10254504.12
588798,6.08,8,4,38702,12439067.97
411292,7.62,5,2,23272,5783362.76
567217,8.01,6,4,44373,12961031.09
609028,5.23,8,4,24269,10870406.12
397516,6.74,5,4,36205,6457352.37
621376,4.82,6,2,58349,12273995.58
492765,6.48,7,4,31929,9713907.77
607733,6.34,7,5,47663,12613414.45
425390,7.21,7,4,35205,8659810.18
467418,5.48,8,3,23793,7067243.96
521801,5.66,9,4,38040,11211747.82
324534,4.41,8,6,37548,3384209.85
441413,3.98,8,4,25390,6477758.98
443016,4.76,7,6,39627,8003643.2
550529,4.6,6,3,41268,8983812.53
454930,5.16,7,6,34819,7219573.13
547330,4.94,7,3,35280,8075235.21
486703,6.06,6,3,33176,6965960.4
391552,6.08,9,6,37567,7046063.36
426587,6.93,6,4,31113,6912043.25
390425,5.04,8,4,38813,6279092.26
597366,5.42,6,3,31219,10925869.15
521073,7.7,6,4,22955,9448727.75
469504,4.94,8,5,32085,6182032.29
537754,4.89,6,3,24966,6485377.29
478625,6.46,6,2,41563,7701064.63
398888,6.04,7,2,27207,4719384.95
509250,8.11,7,4,36051,11111452.03
561099,4.47,6,4,43328,8938912.43
507024,5.83,7,3,23948,6876413.67
434903,6.6,8,6,37890,8074031.56
423038,5.35,7,2,29551,5593873.95
527751,6.78,6,2,27537,8187482.24
601958,7.51,6,4,20304,11138424.43
466508,8.16,6,3,36859,10155388.88
537488,5.52,7,5,40278,9670099.32
503762,7.96,8,5,48874,13515641.65
552293,5.85,6,4,29959,8963836.63
408254,4.91,7,2,45980,6414410.03
360122,6.5,8,3,39900,8196250.86
559552,6.55,9,5,23655,11314680.51
347123,6.78,8,4,31734,7395632.37
504392,7.03,7,4,43543,11087282.78
490882,5.05,5,4,22063,4335852.43
383873,5.67,7,6,48345,7303911.93
467824,5.82,7,6,33076,8556409.47
504847,5.01,8,3,45906,10034768.24
486612,6.38,8,5,28373,10320920.89
604170,6.36,9,6,29777,12795294.33
485275,4.45,8,5,36346,7913765.93
436730,4.68,5,3,37536,5312206.83
491302,6.34,7,5,26053,8472800.91
328944,5.15,7,3,33235,4723722.78
484890,6.19,6,3,32699,8625466.36
674030,5.17,8,5,45801,14736441.02
441595,6.86,9,5,35193,11638101.58
537523,5.47,6,4,35936,10107354.25
406378,5.41,7,6,35258,5470378.06
480578,6.41,8,4,41730,10904558.14
523299,6.78,7,2,24492,10333942.71
527730,5.19,6,2,49401,9887146.36
442904,7.53,7,3,46312,10068035.95
447195,7.72,6,4,64567,11672926.16
431585,4.13,9,6,41910,7920730.44
365428,6.35,8,6,40056,8079893.36
505246,6.45,9,6,28394,11555396.51
579719,5.09,7,2,36856,9715914.6
420042,7.58,8,6,25480,9277058.84
499261,5.94,4,2,28796,5775665.77
518784,3.71,8,3,30079,6609303.12
477141,7.23,8,6,36546,11261086.76
421911,5.12,7,5,35890,7351565.69
429170,7.09,8,5,43992,9923837.77
513597,5.35,6,2,56541,9704458.05
467026,6.24,8,4,20156,7108824.17
431816,5.42,7,3,34761,6943538.49
583086,4.7,6,3,33657,8872037.37
557529,5.29,7,3,48361,10442681.62
371294,6.9,6,4,60301,8560209.84
419076,4.27,8,4,47726,7804313.79
479990,5.49,6,4,44477,7173515.58
388199,5.81,5,2,37009,4728428.25
490147,7.14,8,4,44936,10606099.56
362579,4.69,7,4,30640,3437600.81
282758,5.13,8,3,40852,5160029.63
480186,4.76,7,4,45359,8462125.56
290633,7.03,8,3,40432,7513490.46
470302,6.37,4,3,16293,3882918.76
450212,6.21,6,4,38159,8580574.87
483336,5.04,6,3,41774,8976375.45
490252,5.53,8,6,47619,9868772.48
557970,5.09,8,6,39830,10140678.94
369600,6.75,7,7,20438,5098814
452445,7.07,5,2,52132,9670378.83
486276,4.89,7,4,55700,9974960.66
556535,6.51,8,4,42677,12187739.48
516530,6.61,6,2,47039,9528610.84
390691,8.32,8,6,22779,8151479.14
531629,5.33,7,6,37455,9630158.72
410305,4.79,6,3,40187,4455542
398076,6.47,7,3,31060,5431703.69
494109,4.78,7,4,31799,6835780.7
451458,6.06,8,3,29404,7338116.87
432656,4.08,6,4,40775,4029859.19
551236,5.83,6,4,30641,9558062.43
500745,6.08,8,4,37402,9822535.59
506709,6.83,7,4,49847,12063972.69
561806,6.72,8,6,42015,13911325.54
425817,7.1,7,5,33624,8996416.38
520275,5.99,6,3,32035,9142395.99
381941,6.11,6,2,39736,5449823.12
520576,5.36,6,4,44664,8089773.09
590639,5.89,8,6,27093,10785160.33
465668,4.54,7,4,34619,6540860.97
333795,4.93,6,3,20963,2059195.25
525504,6.24,7,3,35579,9961175.7
365106,6.26,6,2,44783,6137345.06
654080,4.14,7,3,34931,9914857.75
398398,5.25,6,4,36352,6807756.62
499359,7.5,5,4,58926,12103431.62
511847,5.28,6,2,32402,6868816.92
382900,6.77,5,4,46224,7876613.15
266980,5.58,6,2,45900,5066250.49
521969,5.75,8,5,44393,10895867.29
501403,5.23,7,4,44388,9739126.53
499632,5.34,8,5,30470,7725538.03
580006,7.7,9,5,36836,14035261.17
475349,5.43,6,2,30268,7386073.24
564249,6.16,7,4,34355,9725567.04
445102,6.06,8,3,43548,8746230.92
614614,5.46,7,5,34354,10510375.54
451122,5.92,7,4,46744,9072940.73
395507,7.2,6,4,34720,6949416.53
455259,6.13,8,6,27357,7595709.24
386029,4.8,7,2,40018,5141934.7
364861,6.6,8,3,38765,8552794.74
418355,7.12,7,4,39557,10429791.05
558222,7.83,6,3,39512,11872603.19
465150,5.13,6,4,18726,6238815.38
457205,6.92,6,2,36565,9429581.49
419153,6.25,9,6,40839,10001581.59
456547,6.04,9,4,19500,8390752.86
383950,6.84,7,6,43808,8358582.75
603827,5.03,7,3,23965,8631887.88
513737,7.44,8,4,36714,11113098.36
492261,5.21,5,4,36148,7178076.01
434868,5.03,7,4,20479,4906324.92
390215,7.58,7,2,36078,8266324.01
421708,5.71,6,2,24603,6398955.64
375375,7.33,6,4,36076,8250204.55
470176,6.69,6,3,45708,9300005.33
499835,4.35,7,4,22084,5197145.17
321041,6.49,7,3,34426,6752177.25
471968,6.56,10,3,37721,11291262.57
484463,5.91,7,4,13355,5717406.66
475664,5.5,6,3,38731,8982461.81
433076,5.36,7,3,26133,6827698.92
429583,4.82,6,4,37671,6228919.2
445067,5.92,8,3,31081,6854979.32
438683,4.83,6,2,38548,6278563.62
634102,6.69,6,2,34923,11986722.09
507150,6.03,7,4,44066,9571050.72
473781,6.17,6,3,31420,6649159.51
553406,7.63,10,3,27142,14354158.35
621593,5.65,5,4,39139,11316419.31
428057,8.37,7,3,31517,9508452.8
517895,6.97,8,5,36773,11956893.06
559412,7.79,7,4,53160,13792933.35
560385,5.83,7,6,44973,11452562.73
426951,6.04,9,6,55948,11138889.93
507731,8.09,6,2,46370,12643620.15
488271,5.71,5,2,50740,7971242.72
543368,5.7,6,2,38661,8725086.02
590044,7.01,6,3,24380,9849866.6
530530,6.3,7,3,31312,9595812.73
511560,4.75,7,4,56971,10447653.09
463652,4.32,6,2,34922,5336742.46
600964,5.63,7,5,33200,11679136.7
436331,5.35,7,6,29705,6615401.24
420770,5.93,6,4,32536,6121480.89
535976,5.39,6,4,30824,7561196.37
512799,3.65,6,2,44882,7343049.14
375599,5.99,6,2,38994,5786111.73
550081,5.28,7,3,35272,9690296.84
436590,6.57,7,4,27221,7191180.57
510566,7.17,7,2,57122,13570997.93
539238,4.08,8,6,26160,7177925.23
348978,4.52,8,3,27403,4163718.51
615328,5.32,6,4,28782,9589794.27
249263,6.94,8,6,20833,3145321.06
440531,7.27,8,3,32234,8773519.65
512827,6.26,8,6,25943,9430638.63
